LogS	SMILES	Reference
-0.46	Oc1cccnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.79	CN1CCC[C@@H]1c2cccnc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.55	CN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.63	CC[C@@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c3ccnc4ccccc34	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.76	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@H]4C=C)c2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.07	O[C@H]([C@H]1C[C@@H]2CCN1C[C@H]2C=C)c3ccnc4ccccc34	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.54	c1cc(ccn1)c2ccncc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.02	Oc1ccncc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.76	c1ccncc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.17	CN1C(=O)N(C)c2ncn(C[C@@H](O)CO)c2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.97	CN1C(=O)N(C)c2ncn(C)c2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.52	CN1C(=O)NC(=O)c2c1ncn2C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.23	OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)n2cnc3C(=O)NC=Nc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.74	CCOC(=O)c1cncn1[C@@H](C)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.6	COc1ccc(cc1)[C@](O)(C2CC2)c3cncnc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.1	c1cncnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.16	o1cnc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.37	CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.96	CN1C=CC=CC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.8	CN1C=CC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.88	CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.59	O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.56	CN1C(=O)NC2=C(NC(=O)N2)C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.23	CCC1(CC)C(=O)NC(=O)N(C)C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.74	CN1C(=O)NC(=O)[C@@](C)(C2=CCCCC2)C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.92	CC1=Nc2ccccc2C(=O)N1c3ccccc3C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-7.42	c1ccc2c(c1)ccc3c4ccc5ccccc5c4[nH]c23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.97	c1ccc2c(c1)[nH]c3ccccc23	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.57	CC[C@H](N)Cc1c[nH]c2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.23	N[C@H](Cc1c[nH]c2ccccc12)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.07	OC(=O)Cc1c[nH]c2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.42	Cc1c[nH]c2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.52	c1ccc2[nH]ccc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.14	O=C1Nc2ccccc2C=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.12	Nc1ncnc2[nH]cnc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.93	O=C1NC(=O)C2=C(NC(=O)N2)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.61	O=C1NC(=O)c2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.93	O[C@](C1=C[C@@H]2[C@H]3[C@@H]([C@H]1/C/2=C(\c4ccccc4)/c5ccccn5)C(=O)NC3=O)(c6ccccc6)c7ccccn7	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.93	O=C1NC(=O)[C@H]2C=CC=C[C@@H]12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.34	CC[C@@]1(CCC(=O)NC1=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.3	O=C1CCC(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.13	C[C@H]1C[C@@H](C)C(=O)[C@H](C1)[C@@H](O)CC2CC(=O)NC(=O)C2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.52	CCCCCCCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.3	CCCCCCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.89	CCCCCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.68	CCCCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.07	CCCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.91	CCC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.47	CC(=O)OCN1C(=O)NC(C1=O)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.1	O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.36	O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.04	C1Cc2ccccc2N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.07	O=C1CCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.15	C1CCNC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.07	C1CCNCC1	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.07	C1CNCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.6	C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.06	C1COCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.4	O=C1CNC(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.83	O=C1CNC(=O)CN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.64	CCC1(C(=O)NCNC1=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.5	CCC[C@@H]1CCCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.5	CC[C@@H]1CCCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.45	CC(=O)C[C@@H]1CCCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.74	C[C@H]1CNCCN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.49	C[C@@H]1CN[C@@H](C)CN1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.17	c1cc[nH]c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.61	COc1ccc(C[C@H]2NC[C@@H](O)[C@@H]2OC(=O)C)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.06	CC[C@H]1NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.6	NC(=O)N[C@H]1NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.39	CN1C(=O)N(C)c2nc[nH]c2C1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.29	O=C1NC=Nc2nc[nH]c12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.58	NC1=Nc2[nH]cnc2C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.12	Nc1ncnc2nc[nH]c12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.4	Nc1nc(O)nc2nc[nH]c12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.53	N[C@H](Cc1c[nH]cn1)C(=O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	OC(=O)\C=C\c1c[nH]cn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	OC(=O)\C=C\c1c[nH]cn1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.52	CC1=CNC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.46	CC1=CNC(=O)N=C1N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.29	O=C1NC=Nc2nc[nH]c12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.59	O=C1NC=NC=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.48	O=C1NC=CC(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.14	NC1=NC(=O)NC=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.88	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.36	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	Cc1nc2ccccc2[nH]1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.4	O=C1NC(=O)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.89	O=C1NC(=O)C2(CC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.65	O=C1NC(=O)C2(CCC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.35	O=C1NC(=O)C2(CCCC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.06	O=C1NC(=O)C2(CCCCC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.17	O=C1NC(=O)C2(CCCCCC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.98	O=C1NC(=O)C2(CCCCCCC2)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.64	CCCCC1(CC)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.57	CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.32	CCC1(C(=O)NC(=O)NC1=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.64	CCC1(C(=O)NC(=O)NC1=O)C2=C[C@H]3CC[C@H](C3)C2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.7	CCC1(C(=O)NC(=O)NC1=O)C2=CC[C@@H]3CC[C@H]2C3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.17	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3	CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.39	CCC1(CC)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.25	CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.61	CCC1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.23	CCC1(C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.18	C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.06	C=CCC1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.16	CC1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.74	CC1(C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.52	CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.36	CCC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.39	CC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.02	CC[C@H](C)C1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.21	CCC1(C(C)C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.59	CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.71	CC(C)C1(CC=C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.77	CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.99	OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.25	O=C1NC(=O)C(=O)C(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.03	CCCCC1=C(C)N=C(NCC)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.26	CC1=CC(=O)NC(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.93	OC(=O)C1=CC(=O)NC(=O)N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.16	c1ccc2[nH]ncc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.38	Oc1ncnc2[nH]ncc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.27	O=C1NC=Nc2[nH]ncc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.52	Nc1nc[nH]n1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.78	c1ccc2[nH]nnc2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.54	CCC[C@@H]1C(=O)N2N(C1=O)c3cc(C)ccc3N=C2N(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.73	CCCC[C@@H]1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.81	CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.27	CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.09	CN(C)C(=O)Oc1cc(C)nn1c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.71	CN1N(C(=O)C=C1C)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.63	CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.62	CN1N(C(=O)C(=C1C)N)c2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
1.1	c1ccnnc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.51	C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@]5(O)C#C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.07	Cc1onc(O)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.54	[O-][N+](=O)c1cccc2ccccc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.82	[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.47	CC(=O)Oc1c(cc(c(C)c1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.47	CCN(CC)c1c(cc(c(N)c1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.53	CCCCN(CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.68	CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.78	CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.12	CCN(CC(=C)C)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.49	CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(C)C)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.46	Cc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.38	CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.22	Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.16	CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.48	[O-][N+](=O)c1cccc(Cl)c1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3	Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.04	COP(=S)(OC)Oc1ccc(c(C)c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.82	Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.76	COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.33	Cc1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.55	[O-][N+](=O)c1ccccc1Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.1	[O-][N+](=O)c1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	Nc1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.91	CC(=O)Nc1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.96	COc1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.74	Oc1ccccc1[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.8	CN1C(=O)CN=C(c2ccccc2)c3cc(ccc13)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.5	[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.8	[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.2	[O-][N+](=O)c1ccc(Cl)c(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.7	Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.31	COP(=S)(OC)Oc1ccc(cc1Cl)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.89	[O-][N+](=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.44	Cc1cccc(c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.77	[O-][N+](=O)c1cccc(Cl)c1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.68	OC(=O)c1cccc(c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.29	[O-][N+](=O)c1cccc(c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.19	Nc1cccc(c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.01	Oc1cccc(c1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.49	Cc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.11	OC[C@H](NC(=O)C(Cl)Cl)[C@@H](O)c1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.92	[O-][N+](=O)c1ccc(Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.8	OC(=O)c1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.39	[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.37	Nc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.69	CC(=O)Nc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-5.46	[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.41	COc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.74	Oc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.66	CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.68	COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.8	[O-][N+](=O)c1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.28	[O-][N+](=O)C1C(=O)NC(=O)NC1=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.81	[O-][N+](=O)c1nccn1CC(=O)NCc2ccccc2	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.26	Cc1ncc([N+](=O)[O-])n1CCO	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.19	O\N=C\c1oc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.38	[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.19	O\N=C\c1oc(cc1)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.22	[O-][N+](=O)c1cnc(s1)N2CCNC2=O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2	[O-][N+](=O)C(Cl)(Cl)Cl	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.8	CCC[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.22	CC[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.26	C[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.62	CC(C)[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.37	NC(=N)N[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.63	[O-][N+](=O)O[C@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.22	[O-][N+](=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-]	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.61	O=C1N=C(Oc2ccccc12)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.61	O=C1OC(=Nc2ccccc12)c3ccccc3	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.16	C1=CC2=NN=C=C2C=C1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.38	O=C1NC=Nc2[nH]ncc12	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.59	O=C1CC=NC=N1	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.12	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1.42	CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@@]2(O)C(=O)C=C1O)C(=O)c4ccccc4[C@@]3(C)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.14	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.87	C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(=O)N)C(=O)[C@]3(O)C(=C2C(=O)c4c(O)cccc14)O)O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.38	N#Cc1ccccc1C#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-1	N#Cc1ccccc1	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.28	CCC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.96	C\C=C\CC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.96	C\C=C\CC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.26	CC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
0.15	C=CC#N	J. Chem. Inf. Model. 2007, 47, 1395-1404
-0.77	OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O[C@@H](C#N)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O	J. Chem. Inf. Model. 2007, 47, 1395-1404
-6.03	CC1(C)C(C(=O)O[C@@H](C#N)c2cccc(Oc3ccccc3)c2)C1(C)C	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.12	CCCCN(CCCC)CCCC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-2.28	CCCN(CCC)CCC	J. Chem. Inf. Model. 2007, 47, 1395-1404
-4.46	CN(C)CCC=C1c2ccccc2CCc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.4	CN(C)CC\C=C/1\c2ccccc2COc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
-3.4	CN(C)CC\C=C\1/c2ccccc2COc3ccccc13	J. Chem. Inf. Model. 2007, 47, 1395-1404
