Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
Decanoic acid, methyl ester	110429	CCCCCCCCCC(OC)=O	1.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Heptanoic acid, methyl ester	106730	CCCCCCC(OC)=O	0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentanoic acid, ethyl ester (9CI)	539822	CCCCC(OCC)=O	-0.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl hexoate	123660	C(CCCCC)(=O)OCC	0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl hexoate	106707	CCCCCC(OC)=O	-0.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Amino-2,3-dimethylphenol	3096-69-3	C[C@@H]1CC(O1)=O	1.44	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Oxetanone, 4-methyl-	36536466	O=C1CC(C)O1	-0.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	16090770	C(CCCCCCC(=O)OCCCC)(=O)OCCCC	1.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Polycizer W260	105997	O(C(CCCCC(OCCCC)=O)=O)CCCC	0.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	141060Valeric	C(C(OCCC)=O)CCC	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric ester	105544	C(CCC)(=O)OCC	-0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, methyl ester	623427	C(CCC)(=O)OC	-1.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
.delta.-carboethoxyvalerate	141286	C(CCCCC(OCC)=O)(OCC)=O	-0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
SUBERIC ACID DIMETHYL ESTER	2050239	O(C(CCCCCCC(OCC)=O)=O)CC	0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Sebacic acid, diethyl ester	110407	C(CCCCCCCC(OCC)=O)C(OCC)=O	1.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CCOC(=O)CCCCCC(=O)OCC	2050206	CCOC(=O)CCCCCC(=O)OCC	0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cyclohexylacrylate	3066-71-5	O(C(C=C)=O)C1CCCCC1	0.763	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, propyl ester	105668	C(CCC)(=O)OCCC	-0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
ENT 666	141037	C(C(OCCCC)=O)CC(OCCCC)=O	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, butyl ester	109217	C(CCC)(=O)OCCCC	0.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Butyric acid, vinyl ester	123206	C(CCC)(OC=C)=O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	123682	CCCCCC(=O)OCC=C	0.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Allylester kyseliny enanthove (Czech)	142198	C(CCCCCC)(OCC=C)=O	0.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Undecanaldehyde	112447	CCCCCCCCCCC=O	1.69	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentyl propanoate	624544	O(C(CC)=O)CCCCC	-0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
technical	66251	C(CCCCC)=O	-0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
sec-Butyl Acetate	105-46-4	O([C@H](CC)C)C(C)=O	-0.679	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Valeraldehyde (ACGIH)	110623	C(CCCC)=O	-0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
NCINSC#55212	112549	C(CCCCCC)CCCCC=O	1.76	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
heptanal,	111717	C(CCCCCC)=O	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Decyl	112312	CCCCCCCCCC=O	1.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C(CCCCCCCC)=O	124196	C(CCCCCCCC)=O	0.81	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
WLN: VH7	124130	C(CCCCCCC)=O	0.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
beta-Propyl-alpha-ethylacrolein	123057	C(C(CC)CCCC)=O	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acetic acid, sec-butyl ester	105464	C(C)(=O)OC(CC)C	-0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
SUBERIC ACID DIMETHYL ESTER	1732098	O(C(CCCCCCC(OC)=O)=O)C	0.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethylhexyl Aldehyde	123-05-7	C([C@@H](CC)C=O)CCC	0.161	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Glutaric acid, dimethyl ester	1119400	COC(CCCC(OC)=O)=O	-1.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DIMETHYL TRIDECANEDIOATE	1472873	O(C(CCCCCCCCCCCC(OC)=O)=O)C	1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	106796	C(CCCCCCCCC(OC)=O)(OC)=O	1.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
acid,	2051787Butyric	O=C(CCC)OCC=C	-0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl valeraldehyde	123-15-9	C([C@H](C=O)C)CC	-0.475	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Pentanal, 2-methyl-	123159	CCCC(C=O)C	-0.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Hexanoic acid, epsilon-lactone	502443	O1C(CCCCC1)=O	-1.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Diethyl 2,2-dimethyl-3-oxopimelate	40420-22-2	C(CCCC(OCC)=O)(CC(OCC)=O)=O	-0.378	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propionic acid, butyl ester	590012	C(CC)(=O)OCCCC	0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C(CCC)=O	123728	C(CCC)=O	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isopropylacetaat(DUTCH)	108214	C(C)(=O)OC(C)C	-1.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
crotocic acid sec-butyl ester	10371-45-6	O(C(\C=C\C)=O)[C@H](CC)C	-0.417	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,4-Butanolide	96480	O=C1CCCO1	-1.72	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Vinyl propanoate	105384	C(OC=C)(CC)=O	-0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Cyklohexylmerkaptan	1569693	SC1CCCCC1	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-(Benzylthio)-3-nitropyridine	69212313	C1=CC=CC=C1CSC2=C([N+](=O)[O-])C=CC=N2	1.72	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitrotoluene	88722	CC1=CC=CC=C1[N+](=O)[O-]	0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-5-nitrophenol	5428546	CC1=C(C=C(C=C1)[N+](=O)[O-])O	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitrobenzyl alcohol	619250	C1=CC(=CC(=C1)[N+](=O)[O-])CO	-0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methyl-3-nitrophenol	5460311	[N+](c1c(c(O)ccc1)C)(=O)[O-]	0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitrotoluene	99081	CC1=CC(=CC=C1)[N+](=O)[O-]	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dimethyl-3-nitrobenzene	83410	CC1=C(C(=CC=C1)[N+](=O)[O-])C	0.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitrobenzaldehyde	552896	C1=CC=C(C(=C1)C=O)[N+](=O)[O-]	0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Nitrotoluene	99990	CC1=CC=C(C=C1)[N+](=O)[O-]	0.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitroanisole	555033	COC1=CC=CC(=C1)[N+](=O)[O-]	0.72	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitrobenzaldehyde	99616	C1=CC(=CC(=C1)[N+](=O)[O-])C=O	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-Dinitrobenzyl	79544313	OCC1=CC([N+](=O)[O-])=C([N+](=O)[O-])C=C1	1.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzyl	612259	[N+](c1c(CO)cccc1)(=O)[O-]	-0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dimethyl-4-nitrobenzene	99514	CC1=C(C=C(C=C1)[N+](=O)[O-])C	0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,4-dinitrotoluene	610399	[N+]([O-])(=O)c1c([N+](=O)[O-])cc(C)cc1	1.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Nitrobenzonitrile	619249	C1=CC(=CC(=C1)[N+](=O)[O-])C#N	0.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitrobenzamide	610151	C1=CC=C(C(=C1)C(=O)N)[N+](=O)[O-]	-0.72	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl-4-nitrobenzoate	99774	CCOC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dinitrotoluene	121142	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Nitrobenzene	98953	C1=CC=C(C=C1)[N+](=O)[O-]	0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-Dinitrobenzene	528290	C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]	1.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzonitrile	619727	[N+](c1ccc(C#N)cc1)(=O)[O-]	0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitroanisole	91236	COC1=CC=CC=C1[N+](=O)[O-]	-0.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Chloro-6-nitrotoluene	83421	CC1=C(C=CC=C1Cl)[N+](=O)[O-]	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitrobiphenyl	86000	C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-]	1.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-CHLORO-6-NITROBENZALDEHYDE	6361224	C1=CC=C(C(=C1Cl)C=O)[N+](=O)[O-]	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-nitrobiphenyl	2113588	[N+](c1cc(c2ccccc2)ccc1)(=O)[O-]	1.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,3,5-Trimethyl-2-nitrobenzene	603714	CC1=CC(=C(C(=C1)C)[N+](=O)[O-])C	0.86	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-3-Hexen-1-ol	928-97-2	C(=C\CC)\CCO	-0.777	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-3-Hexen-1-ol	928972	CCC=CCCO	-0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cis-3-Hexen-1-ol	928-96-1	C(=C/CC)\CCO	-0.809	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cis-2-Penten-1-ol	1576-95-0	C(=C/CO)\CC	-1.105	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Cis-2-pentenol	1576950	C(=CCO)CC	-1.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hexen-1-ol	928-92-7	C(\C=C\C)CCO	-0.754	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hexen-1-ol	928927	C(O)CCC=CC	-0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Propyl	71238	C(CC)O	-1.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
RCRA waste number U194	107108	C(CC)N	-0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Vinylethyl alcohol	627270	C=CCCO	-1.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
402145	107880	C(CC(C)O)O	-2.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-1,3-Butanediol	107-88-0	C([C@H](C)O)CO	-2.3013	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cis-2-Hexen-1-ol	928-94-9	C(\CCC)=C/CO	-0.777	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Hexen-1-ol	928-95-0	C(\CCC)=C\CO	-0.472	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Propanamine,	6291856	C(CCN)OCC	-1.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Undecen-1-ol, (2E)- (9CI)	75039848	CCCCCCCCC=CCO	1.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hepten-1-ol,	33467764	CCCCC=CCO	0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Dodecenol	22104810	C(O)C=CCCCCCCCCC	2.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Decen-1-ol	22104809	C(O)C=CCCCCCCC	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Propanol, 3-amino-	156876	NCCCO	-1.69	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-OCTEN-1-OL,	18409171	C(O)C=CCCCCC	0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Undecen-1-ol	75039-84-8	C(CC\C=C\CO)CCCCC	1.611	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Nonen-1-ol	31502-14-4	C(O)\C=C\CCCCCC	0.752	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Decen-1-ol	22104-80-9	C(CCCCC)C\C=C\CO	1.128	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Dodecen-1-ol	22104-81-0	C(CCCCCC)CC\C=C\CO	2.092	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(E)-2-octenol	18409-17-1	C(CCCC)\C=C\CO	0.365	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-Hepten-1-ol	33467-76-4	C(\C=C\CO)CCC	0.045	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Leucamine	107857	C(CC(C)C)N	-0.58	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Butanol,	123513	C(CC(C)C)O	-1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-NONEN-1-OL	22104796	C(O)C=CCCCCCC	0.77	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Butanol,	624953	OCCC(C)(C)C	-0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
diaminopropane,	109762	C(CCN)N	-0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-methyl-3-buten-1-ol	763326	OCCC(C)=C	-1.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Pentenyl alcohol	821090	OCCCC=C	-1.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Pentyn-1-ol	10229104	CC#CCCO	-1.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Heptyn-1-ol	14916791	CCCC#CCCO	-0.32	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propylamine, 3-methoxy-	5332730	COCCCN	-1.77	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Buten-1-ol	6117915	C(C=CC)O	-1.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Buten-1-ol	6117-91-5	C(=C\C)\CO	-1.472	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Pentanediol, 2-methyl-	107415	OC(C)CC(C)(C)O	-1.95	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
.gamma.,.gamma.-Dimethylallyl alcohol	556821	C(C)(=CCO)C	-1.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-2,4-pentanediol	107-41-5	C(C(C)(C)O)[C@H](C)O	-1.953	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Penten-4-ol	625310	C=CCC(C)O	-1.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Penten-2-ol	625-31-0	C([C@H](C)O)C=C	-1.517	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
beta-Hydroxynaphthaldehyde	708065	O=CC1=C2C(=CC=C1O)C=CC=C2	1.32	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-1-Naphthaldehyde	7770458	C1C(=C2C=CC=CC(=C(C=1)O)2)C=O	1.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxybenzaldehyde	90028	C1=CC=C(C(=C1)C=O)O	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Nitroresorcinol	601-89-8	N(=O)(=O)c1c(O)cccc1O	0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
alpha-Naphthal	66773	C1=CC=C2C(=C1C(=O))C=CC=C2	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-nitrobenzaldehyde	3011-34-5	N(=O)(=O)c1cc(C=O)ccc1O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrophenol	88-75-5	N(=O)(=O)c1c(O)cccc1	0.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,2,5-dihydroxy-(9CI)	1194985	C1(=CC=C(C(=C1)C=O)O)O	0.28	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
9-Phenanthrenecarboxaldehyde	4707715	O=CC1=C2C(=C3C=CC=CC(=C1)3)C=CC=C2	1.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-hydroxy-2-nitrobenzaldehyde	42454-06-8	C(=O)c1c(N(=O)=O)ccc(c1)O	0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
beta-Rosorcaldehyde	95012	O=CC1=C(O)C=C(O)C=C1	0.52	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxybenzaldehyde	100834	C1=CC(=CC(=C1)O)C=O	0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-dinitrophenol	66-56-8	N(=O)(=O)c1c(N(=O)=O)cccc1O	0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
o-Pyrocatechualdehyde	24677789	C(C1=C(C(=CC=C1)O)O)(=O)	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Naphthalenecarboxaldehyde,2-methyl-(9CI)	35699446	CC1=CC=C(C=CC=C2)C2=C1C=O	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
p-hydroxy-	123080	C(C1C=CC(=CC=1)O)=O	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,	487707	O=CC1=C(O)C=C(O)C=C1O	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-3-nitrophenol	5460-31-1	N(=O)(=O)c1c(C)c(O)ccc1	0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitro-1-naphthol	607-24-9	Oc1c2c(ccc1N(=O)=O)cccc2	1.36	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxy-3-nitrobenzaldehyde	5274-70-4	N(=O)(=O)c1c(O)c(C=O)ccc1	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Methyl-2-nitrophenol	4920-77-8	N(=O)(=O)c1c(C)cccc1O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxy-4-nitrobenzaldehyde	704-13-2	N(=O)(=O)c1c(O)cc(cc1)C=O	0.27	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,2'-Dihydroxybenzophenone	835110	C1=CC=C(C(=C1)C(=O)C2=CC=CC=C2O)O	1.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde,3,4-dihydroxy-	139855	OC1=C(O)C=C(C=O)C=C1	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-1-naphthaldehyde	33738486	C1=CC2=C(C=C1)C(=CC=C2C(=O))C	1.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
salicylhydrazide	936-02-7	C(NN)(=O)c1c(O)cccc1	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-nitrobenzaldehyde	552-89-6	C(=O)c1c(N(=O)=O)cccc1	0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3,4-trihydroxy-	2144083	O=CC1=CC=C(C(=C1O)O)O	0	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	148538	C1=CC(=C(C(=C1)C=O)O)OC	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	708769	C1=C(C=C(C(=C1OC)C=O)O)OC	0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxybenzophenone	117-99-7	C(=O)(c1c(O)cccc1)c1ccccc1	1.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
salicylhydroxamic acid	89-73-6	C(NO)(=O)c1c(O)cccc1	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzophenone,	131566	OC1=CC=C(C(C2=CC=CC=C2)=O)C(O)=C1	1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-methyl-2-nitrophenol	119-33-5	N(=O)(=O)c1c(O)ccc(c1)C	0.57	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
salicylamide	65-45-2	C(N)(=O)c1c(O)cccc1	-0.24	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-3-hydroxybenzoate	19438-10-9	C(OC)(=O)c1cc(O)ccc1	-0.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
o-Cresol (2-methylphenol)	95487	CC1=CC=CC=C1O	-0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
tolualdehyde,o-	529204	C(C1C(=CC=CC=1)C)=O	0.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	56962119	C(=O)C1=C(Cl)C=C(C=C1)O	0.89	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Anisaldehyde	135024	COC1=CC=CC=C1C=O	0.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-hydroxyacetophenone	121-71-1	C(C)(=O)c1cc(O)ccc1	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,3-Dimethylphenol	526750	CC1=C(C(=CC=C1)O)C	0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	492886	C(OC1=C(O)C(C=O)=CC=C1)C	0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Isopropylphenol	88697	CC(C)C1=CC=CC=C1O	0.61	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethylphenol	90006	CCC1=CC=CC=C1O	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxydiphenylmethane	28994-41-4	C(c1c(O)cccc1)c1ccccc1	1.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-hydroxyacetophenone	99-93-4	C(C)(=O)c1ccc(cc1)O	-0.3	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	131577	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	1.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O	17696627	C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O	1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	1143722	O=C(C1=C(O)C(O)=C(O)C=C1)C2=CC=CC=C2	0.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-cyclopentylphenol	1518-83-8	Oc1ccc(cc1)C1CCCC1	1.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-cyclohexylphenol	1131608	c1(ccc(cc1)O)C1CCCCC1	1.56	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(Dimethylamino)benzaldehyde	100107	CN(C)C1=CC=C(C=C1)C=O	0.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
monobenzoate	136367	C1=CC=C(C=C1)C(=O)OC2=CC=CC(=C2)O	1.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-sec-butylphenol	89-72-5	C([C@H](C)c1c(O)cccc1)C	0.98	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,5-Trimethoxybenzaldehyde	4460860	COC1=CC(=C(C=C1C=O)OC)OC	-0.1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Allylphenol	1745819	C=CCC1=CC=CC=C1O	0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
